keyword,title,price,rating,reviews,platform,position,delivery,brand,visibility_score,price_range
power bank fast charging,Philips Power Bank Fast Charging Model 262,20128.0,4.6,1331.0,Reliance Digital,,2 Days,Philips,,Premium
power bank fast charging,Boat Power Bank Fast Charging Model 942,42017.0,3.2,4463.0,Reliance Digital,,Free Delivery,Boat,,Premium
air fryer india,Dell Air Fryer India Model 679,41000.0,3.0,4008.0,Flipkart,,Free Delivery,Dell,,Premium
air fryer india,Sony Air Fryer India Model 449,37450.0,2.6,4046.0,Reliance Digital,,Free Delivery,Sony,,Premium
air fryer india,Samsung Air Fryer India Model 811,8748.0,3.9,,Amazon,,2 Days,Samsung,,Mid-Range
microwave oven convection,Boat Microwave Oven Convection Model 555,40310.0,3.7,,Croma,,5 Days,Boat,,Premium
power bank fast charging,Sony Power Bank Fast Charging Model 485,14257.0,3.3,4586.0,Flipkart,,5 Days,Sony,,Mid-Range
office chair ergonomic,Boat Office Chair Ergonomic Model 957,30490.0,2.9,4951.0,Flipkart,,5 Days,Boat,,Premium
power bank fast charging,Philips Power Bank Fast Charging Model 713,33479.0,3.5,1868.0,Croma,,5 Days,Philips,,Premium
men running shoes,Philips Men Running Shoes Model 197,16859.0,2.9,3991.0,Amazon,,5 Days,Philips,,Mid-Range
men running shoes,Boat Men Running Shoes Model 599,38659.0,4.1,3508.0,Flipkart,,5 Days,Boat,,Premium
men running shoes,Hp Men Running Shoes Model 842,36141.0,4.4,523.0,Croma,,2 Days,Hp,,Premium
office chair ergonomic,Dell Office Chair Ergonomic Model 675,39908.0,,1019.0,Amazon,,2 Days,Dell,,Premium
microwave oven convection,Dell Microwave Oven Convection Model 991,2702.0,4.1,1510.0,Amazon,,Free Delivery,Dell,,Budget
office chair ergonomic,Dell Office Chair Ergonomic Model 968,27549.0,3.7,1702.0,Amazon,,2 Days,Dell,,Premium
office chair ergonomic,Philips Office Chair Ergonomic Model 629,32891.0,,2641.0,Flipkart,,Free Delivery,Philips,,Premium
microwave oven convection,Hp Microwave Oven Convection Model 573,31490.0,3.1,3081.0,Amazon,,2 Days,Hp,,Premium
men running shoes,Lg Men Running Shoes Model 141,4134.0,3.5,2553.0,Reliance Digital,,2 Days,Lg,,Budget
men running shoes,Lg Men Running Shoes Model 731,48627.0,4.0,2347.0,Reliance Digital,,2 Days,Lg,,Premium
microwave oven convection,Sony Microwave Oven Convection Model 676,41297.0,4.3,2957.0,Croma,,5 Days,Sony,,Premium
men running shoes,Boat Men Running Shoes Model 946,39259.0,3.6,3308.0,Amazon,,2 Days,Boat,,Premium
men running shoes,Dell Men Running Shoes Model 200,4014.0,3.4,3811.0,Flipkart,,2 Days,Dell,,Budget
power bank fast charging,Samsung Power Bank Fast Charging Model 878,9900.0,3.4,3076.0,Croma,,5 Days,Samsung,,Mid-Range
air fryer india,Nike Air Fryer India Model 258,7313.0,4.8,4820.0,Amazon,,5 Days,Nike,,Mid-Range
men running shoes,Dell Men Running Shoes Model 244,23673.0,4.5,3927.0,Croma,,2 Days,Dell,,Premium
men running shoes,Hp Men Running Shoes Model 771,21140.0,3.7,2215.0,Amazon,,5 Days,Hp,,Premium
microwave oven convection,Boat Microwave Oven Convection Model 219,19893.0,3.5,3165.0,Amazon,,5 Days,Boat,,Mid-Range
microwave oven convection,Dell Microwave Oven Convection Model 150,29474.0,2.5,3901.0,Croma,,2 Days,Dell,,Premium
microwave oven convection,Lg Microwave Oven Convection Model 304,23499.0,2.6,4843.0,Amazon,,2 Days,Lg,,Premium
air fryer india,Dell Air Fryer India Model 406,580.0,5.0,4288.0,Reliance Digital,,Free Delivery,Dell,,Budget
power bank fast charging,Samsung Power Bank Fast Charging Model 292,2027.0,5.0,939.0,Amazon,,5 Days,Samsung,,Budget
office chair ergonomic,Lg Office Chair Ergonomic Model 239,38994.0,3.0,2868.0,Reliance Digital,,5 Days,Lg,,Premium
office chair ergonomic,Philips Office Chair Ergonomic Model 666,31575.0,5.0,1871.0,Reliance Digital,,2 Days,Philips,,Premium
microwave oven convection,Hp Microwave Oven Convection Model 268,3182.0,3.3,278.0,Flipkart,,Free Delivery,Hp,,Budget
men running shoes,Philips Men Running Shoes Model 842,33315.0,3.7,1768.0,Amazon,,Free Delivery,Philips,,Premium
office chair ergonomic,Samsung Office Chair Ergonomic Model 950,41261.0,4.0,808.0,Flipkart,,5 Days,Samsung,,Premium
power bank fast charging,Hp Power Bank Fast Charging Model 514,23139.0,3.5,3129.0,Amazon,,2 Days,Hp,,Premium
power bank fast charging,Boat Power Bank Fast Charging Model 872,41853.0,3.9,762.0,Amazon,,2 Days,Boat,,Premium
microwave oven convection,Puma Microwave Oven Convection Model 666,12418.0,3.5,4483.0,Reliance Digital,,Free Delivery,Puma,,Mid-Range
air fryer india,Nike Air Fryer India Model 114,509.0,,3324.0,Reliance Digital,,2 Days,Nike,,Budget
air fryer india,Dell Air Fryer India Model 326,21328.0,4.5,2894.0,Amazon,,2 Days,Dell,,Premium
office chair ergonomic,Puma Office Chair Ergonomic Model 149,48111.0,4.1,96.0,Croma,,Free Delivery,Puma,,Premium
microwave oven convection,Nike Microwave Oven Convection Model 989,33750.0,3.1,4457.0,Reliance Digital,,Free Delivery,Nike,,Premium
microwave oven convection,Puma Microwave Oven Convection Model 243,7911.0,4.3,3020.0,Reliance Digital,,2 Days,Puma,,Mid-Range
power bank fast charging,Boat Power Bank Fast Charging Model 254,4855.0,4.8,2336.0,Reliance Digital,,Free Delivery,Boat,,Budget
microwave oven convection,Philips Microwave Oven Convection Model 132,110800.0,3.8,4460.0,Croma,,Free Delivery,Philips,,Luxury
office chair ergonomic,Dell Office Chair Ergonomic Model 448,44077.0,5.0,4078.0,Flipkart,,Free Delivery,Dell,,Premium
office chair ergonomic,Philips Office Chair Ergonomic Model 849,5498.0,2.9,1932.0,Amazon,,Free Delivery,Philips,,Mid-Range
office chair ergonomic,Philips Office Chair Ergonomic Model 137,10015.0,,2426.0,Flipkart,,Free Delivery,Philips,,Mid-Range
men running shoes,Puma Men Running Shoes Model 575,24405.0,3.2,3131.0,Reliance Digital,,Free Delivery,Puma,,Premium
men running shoes,Lg Men Running Shoes Model 503,13904.0,3.7,3400.0,Croma,,2 Days,Lg,,Mid-Range
air fryer india,Hp Air Fryer India Model 491,12698.0,,3540.0,Reliance Digital,,Free Delivery,Hp,,Mid-Range
men running shoes,Dell Men Running Shoes Model 997,12597.0,4.2,3096.0,Amazon,,5 Days,Dell,,Mid-Range
microwave oven convection,Lg Microwave Oven Convection Model 638,4845.0,4.5,2320.0,Croma,,5 Days,Lg,,Budget
power bank fast charging,Dell Power Bank Fast Charging Model 238,15091.0,4.1,1955.0,Croma,,Free Delivery,Dell,,Mid-Range
office chair ergonomic,Lg Office Chair Ergonomic Model 100,7656.0,4.7,778.0,Croma,,5 Days,Lg,,Mid-Range
air fryer india,Nike Air Fryer India Model 886,242370.0,4.7,745.0,Flipkart,,5 Days,Nike,,Luxury
air fryer india,Lg Air Fryer India Model 521,3501.0,2.7,4874.0,Flipkart,,2 Days,Lg,,Budget
office chair ergonomic,Samsung Office Chair Ergonomic Model 134,2841.0,3.7,3132.0,Croma,,5 Days,Samsung,,Budget
men running shoes,Philips Men Running Shoes Model 661,4516.0,4.6,1771.0,Flipkart,,2 Days,Philips,,Budget
microwave oven convection,Puma Microwave Oven Convection Model 387,27730.0,2.7,3521.0,Croma,,5 Days,Puma,,Premium
air fryer india,Philips Air Fryer India Model 575,1010.0,3.3,2030.0,Flipkart,,2 Days,Philips,,Budget
power bank fast charging,Hp Power Bank Fast Charging Model 829,21387.0,3.4,3884.0,Reliance Digital,,5 Days,Hp,,Premium
microwave oven convection,Sony Microwave Oven Convection Model 479,229950.0,4.3,594.0,Reliance Digital,,Free Delivery,Sony,,Luxury
office chair ergonomic,Hp Office Chair Ergonomic Model 981,10915.0,3.5,2068.0,Amazon,,Free Delivery,Hp,,Mid-Range
power bank fast charging,Hp Power Bank Fast Charging Model 839,37507.0,,574.0,Flipkart,,2 Days,Hp,,Premium
air fryer india,Boat Air Fryer India Model 227,31390.0,2.8,1021.0,Flipkart,,Free Delivery,Boat,,Premium
power bank fast charging,Hp Power Bank Fast Charging Model 322,22563.0,4.2,658.0,Croma,,Free Delivery,Hp,,Premium
microwave oven convection,Nike Microwave Oven Convection Model 591,23074.0,4.1,4557.0,Flipkart,,2 Days,Nike,,Premium
office chair ergonomic,Puma Office Chair Ergonomic Model 795,32346.0,,15.0,Flipkart,,5 Days,Puma,,Premium
microwave oven convection,Hp Microwave Oven Convection Model 801,1014.0,4.8,556.0,Flipkart,,5 Days,Hp,,Budget
office chair ergonomic,Samsung Office Chair Ergonomic Model 182,21133.0,2.9,2149.0,Reliance Digital,,5 Days,Samsung,,Premium
air fryer india,Puma Air Fryer India Model 123,40736.0,4.9,4282.0,Amazon,,Free Delivery,Puma,,Premium
air fryer india,Samsung Air Fryer India Model 923,20041.0,4.6,1686.0,Reliance Digital,,Free Delivery,Samsung,,Premium
office chair ergonomic,Dell Office Chair Ergonomic Model 771,27544.0,4.4,923.0,Flipkart,,5 Days,Dell,,Premium
air fryer india,Samsung Air Fryer India Model 992,27560.0,4.8,982.0,Flipkart,,Free Delivery,Samsung,,Premium
office chair ergonomic,Lg Office Chair Ergonomic Model 452,44069.0,4.5,563.0,Reliance Digital,,2 Days,Lg,,Premium
men running shoes,Dell Men Running Shoes Model 605,5013.0,,511.0,Flipkart,,Free Delivery,Dell,,Mid-Range
power bank fast charging,Philips Power Bank Fast Charging Model 289,13988.0,3.7,694.0,Croma,,2 Days,Philips,,Mid-Range
men running shoes,Samsung Men Running Shoes Model 544,10486.0,2.7,2100.0,Reliance Digital,,5 Days,Samsung,,Mid-Range
air fryer india,Puma Air Fryer India Model 487,24376.0,2.7,2426.0,Croma,,2 Days,Puma,,Premium
office chair ergonomic,Puma Office Chair Ergonomic Model 894,16173.0,,3831.0,Reliance Digital,,5 Days,Puma,,Mid-Range
men running shoes,Dell Men Running Shoes Model 708,21749.0,4.4,3471.0,Croma,,2 Days,Dell,,Premium
air fryer india,Dell Air Fryer India Model 411,2793.0,4.1,804.0,Flipkart,,Free Delivery,Dell,,Budget
air fryer india,Samsung Air Fryer India Model 307,28309.0,,2822.0,Reliance Digital,,5 Days,Samsung,,Premium
microwave oven convection,Lg Microwave Oven Convection Model 544,41392.0,4.9,4441.0,Reliance Digital,,Free Delivery,Lg,,Premium
men running shoes,Dell Men Running Shoes Model 229,49252.0,2.5,612.0,Croma,,Free Delivery,Dell,,Premium
power bank fast charging,Hp Power Bank Fast Charging Model 954,18558.0,3.1,2253.0,Flipkart,,5 Days,Hp,,Mid-Range
men running shoes,Samsung Men Running Shoes Model 521,15845.0,3.7,1366.0,Reliance Digital,,5 Days,Samsung,,Mid-Range
microwave oven convection,Nike Microwave Oven Convection Model 578,42039.0,2.9,3804.0,Reliance Digital,,5 Days,Nike,,Premium
air fryer india,Hp Air Fryer India Model 965,21550.0,,3219.0,Reliance Digital,,5 Days,Hp,,Premium
air fryer india,Boat Air Fryer India Model 677,31799.0,4.5,1392.0,Flipkart,,2 Days,Boat,,Premium
air fryer india,Hp Air Fryer India Model 976,12662.0,,1032.0,Flipkart,,5 Days,Hp,,Mid-Range
power bank fast charging,Lg Power Bank Fast Charging Model 916,36164.0,4.2,582.0,Croma,,5 Days,Lg,,Premium
air fryer india,Boat Air Fryer India Model 950,35032.0,3.9,2261.0,Reliance Digital,,2 Days,Boat,,Premium
men running shoes,Lg Men Running Shoes Model 509,320280.0,2.9,3271.0,Amazon,,Free Delivery,Lg,,Luxury
office chair ergonomic,Nike Office Chair Ergonomic Model 411,11726.0,4.3,3164.0,Croma,,5 Days,Nike,,Mid-Range
office chair ergonomic,Boat Office Chair Ergonomic Model 710,8682.0,4.5,3068.0,Flipkart,,Free Delivery,Boat,,Mid-Range
men running shoes,Lg Men Running Shoes Model 951,32489.0,4.7,1071.0,Croma,,2 Days,Lg,,Premium
microwave oven convection,Lg Microwave Oven Convection Model 223,16266.0,2.6,841.0,Flipkart,,2 Days,Lg,,Mid-Range
microwave oven convection,Sony Microwave Oven Convection Model 208,3190.0,3.7,3485.0,Reliance Digital,,Free Delivery,Sony,,Budget
power bank fast charging,Hp Power Bank Fast Charging Model 782,32123.0,2.6,4498.0,Croma,,Free Delivery,Hp,,Premium
office chair ergonomic,Philips Office Chair Ergonomic Model 947,11703.0,4.5,1804.0,Flipkart,,Free Delivery,Philips,,Mid-Range
microwave oven convection,Boat Microwave Oven Convection Model 156,22013.0,4.8,,Croma,,2 Days,Boat,,Premium
air fryer india,Puma Air Fryer India Model 830,45999.0,3.3,2092.0,Reliance Digital,,Free Delivery,Puma,,Premium
office chair ergonomic,Nike Office Chair Ergonomic Model 711,39769.0,4.9,1513.0,Reliance Digital,,Free Delivery,Nike,,Premium
air fryer india,Puma Air Fryer India Model 299,13953.0,3.8,762.0,Flipkart,,Free Delivery,Puma,,Mid-Range
air fryer india,Boat Air Fryer India Model 191,1312.0,4.3,3015.0,Croma,,Free Delivery,Boat,,Budget
air fryer india,Puma Air Fryer India Model 989,286470.0,4.3,176.0,Amazon,,Free Delivery,Puma,,Luxury
men running shoes,Puma Men Running Shoes Model 682,31925.0,4.1,504.0,Flipkart,,5 Days,Puma,,Premium
power bank fast charging,Puma Power Bank Fast Charging Model 955,25138.0,4.7,1783.0,Amazon,,2 Days,Puma,,Premium
air fryer india,Dell Air Fryer India Model 426,25678.0,4.1,3123.0,Flipkart,,Free Delivery,Dell,,Premium
office chair ergonomic,Puma Office Chair Ergonomic Model 306,238330.0,2.6,293.0,Flipkart,,5 Days,Puma,,Luxury
office chair ergonomic,Philips Office Chair Ergonomic Model 358,27382.0,4.2,2911.0,Amazon,,5 Days,Philips,,Premium
power bank fast charging,Dell Power Bank Fast Charging Model 384,48358.0,2.9,3901.0,Flipkart,,2 Days,Dell,,Premium
microwave oven convection,Dell Microwave Oven Convection Model 261,29727.0,4.5,729.0,Croma,,2 Days,Dell,,Premium
men running shoes,Hp Men Running Shoes Model 580,461640.0,4.0,3916.0,Amazon,,2 Days,Hp,,Luxury
power bank fast charging,Nike Power Bank Fast Charging Model 349,40721.0,3.6,2624.0,Croma,,Free Delivery,Nike,,Premium
office chair ergonomic,Dell Office Chair Ergonomic Model 197,5177.0,3.6,764.0,Croma,,Free Delivery,Dell,,Mid-Range
air fryer india,Sony Air Fryer India Model 541,36843.0,5.0,3896.0,Reliance Digital,,Free Delivery,Sony,,Premium
office chair ergonomic,Samsung Office Chair Ergonomic Model 914,39692.0,2.5,3206.0,Reliance Digital,,2 Days,Samsung,,Premium
air fryer india,Lg Air Fryer India Model 715,137250.0,2.9,3483.0,Reliance Digital,,Free Delivery,Lg,,Luxury
microwave oven convection,Puma Microwave Oven Convection Model 932,43698.0,4.6,933.0,Croma,,5 Days,Puma,,Premium
office chair ergonomic,Sony Office Chair Ergonomic Model 161,45347.0,4.5,1603.0,Amazon,,5 Days,Sony,,Premium
microwave oven convection,Lg Microwave Oven Convection Model 410,22679.0,,2444.0,Reliance Digital,,Free Delivery,Lg,,Premium
office chair ergonomic,Lg Office Chair Ergonomic Model 829,48662.0,4.2,771.0,Amazon,,2 Days,Lg,,Premium
power bank fast charging,Nike Power Bank Fast Charging Model 179,27819.0,4.4,4685.0,Croma,,5 Days,Nike,,Premium
air fryer india,Lg Air Fryer India Model 766,14150.0,3.9,4540.0,Flipkart,,5 Days,Lg,,Mid-Range
air fryer india,Lg Air Fryer India Model 734,12278.0,3.7,3022.0,Flipkart,,Free Delivery,Lg,,Mid-Range
men running shoes,Boat Men Running Shoes Model 957,45374.0,4.5,4979.0,Reliance Digital,,2 Days,Boat,,Premium
office chair ergonomic,Nike Office Chair Ergonomic Model 597,4149.0,3.6,2704.0,Reliance Digital,,5 Days,Nike,,Budget
office chair ergonomic,Sony Office Chair Ergonomic Model 529,26090.0,4.7,2527.0,Flipkart,,2 Days,Sony,,Premium
microwave oven convection,Nike Microwave Oven Convection Model 978,12578.0,2.7,788.0,Flipkart,,2 Days,Nike,,Mid-Range
power bank fast charging,Samsung Power Bank Fast Charging Model 302,289730.0,3.3,1230.0,Croma,,Free Delivery,Samsung,,Luxury
microwave oven convection,Hp Microwave Oven Convection Model 563,25389.0,3.8,1359.0,Flipkart,,Free Delivery,Hp,,Premium
office chair ergonomic,Boat Office Chair Ergonomic Model 391,3892.0,2.8,1107.0,Reliance Digital,,Free Delivery,Boat,,Budget
men running shoes,Puma Men Running Shoes Model 181,14503.0,3.3,259.0,Amazon,,5 Days,Puma,,Mid-Range
office chair ergonomic,Nike Office Chair Ergonomic Model 138,33684.0,4.1,4006.0,Croma,,5 Days,Nike,,Premium
men running shoes,Boat Men Running Shoes Model 131,4525.0,4.3,60.0,Amazon,,Free Delivery,Boat,,Budget
air fryer india,Philips Air Fryer India Model 708,39908.0,3.6,3101.0,Croma,,2 Days,Philips,,Premium
microwave oven convection,Hp Microwave Oven Convection Model 837,11861.0,4.4,1200.0,Amazon,,Free Delivery,Hp,,Mid-Range
air fryer india,Philips Air Fryer India Model 898,1480.0,4.4,4269.0,Croma,,Free Delivery,Philips,,Budget
power bank fast charging,Lg Power Bank Fast Charging Model 917,28909.0,4.2,589.0,Reliance Digital,,2 Days,Lg,,Premium
power bank fast charging,Lg Power Bank Fast Charging Model 462,35863.0,2.6,3980.0,Amazon,,2 Days,Lg,,Premium
air fryer india,Lg Air Fryer India Model 363,10393.0,3.5,3600.0,Croma,,2 Days,Lg,,Mid-Range
power bank fast charging,Samsung Power Bank Fast Charging Model 274,40982.0,2.7,1415.0,Flipkart,,Free Delivery,Samsung,,Premium
office chair ergonomic,Samsung Office Chair Ergonomic Model 666,4203.0,4.0,3908.0,Croma,,5 Days,Samsung,,Budget
men running shoes,Lg Men Running Shoes Model 798,14557.0,4.2,4101.0,Flipkart,,Free Delivery,Lg,,Mid-Range
men running shoes,Hp Men Running Shoes Model 164,25568.0,3.8,2404.0,Croma,,2 Days,Hp,,Premium
air fryer india,Hp Air Fryer India Model 122,3007.0,3.0,798.0,Flipkart,,Free Delivery,Hp,,Budget
power bank fast charging,Nike Power Bank Fast Charging Model 647,21053.0,3.9,3385.0,Amazon,,2 Days,Nike,,Premium
power bank fast charging,Nike Power Bank Fast Charging Model 586,42301.0,4.6,1978.0,Flipkart,,Free Delivery,Nike,,Premium
power bank fast charging,Hp Power Bank Fast Charging Model 169,12817.0,4.8,3939.0,Flipkart,,2 Days,Hp,,Mid-Range
air fryer india,Lg Air Fryer India Model 148,42752.0,4.7,304.0,Amazon,,2 Days,Lg,,Premium
office chair ergonomic,Lg Office Chair Ergonomic Model 379,44740.0,2.5,4236.0,Reliance Digital,,2 Days,Lg,,Premium
microwave oven convection,Philips Microwave Oven Convection Model 925,26739.0,4.8,461.0,Reliance Digital,,2 Days,Philips,,Premium
power bank fast charging,Nike Power Bank Fast Charging Model 403,40193.0,4.9,4205.0,Amazon,,Free Delivery,Nike,,Premium
office chair ergonomic,Hp Office Chair Ergonomic Model 389,12474.0,5.0,1626.0,Amazon,,5 Days,Hp,,Mid-Range
office chair ergonomic,Sony Office Chair Ergonomic Model 476,49990.0,4.9,1424.0,Croma,,2 Days,Sony,,Premium
men running shoes,Lg Men Running Shoes Model 597,6967.0,,1700.0,Reliance Digital,,2 Days,Lg,,Mid-Range
office chair ergonomic,Puma Office Chair Ergonomic Model 150,3938.0,3.3,270.0,Amazon,,Free Delivery,Puma,,Budget
office chair ergonomic,Boat Office Chair Ergonomic Model 756,405890.0,,665.0,Amazon,,2 Days,Boat,,Luxury
office chair ergonomic,Philips Office Chair Ergonomic Model 378,34748.0,3.6,3627.0,Flipkart,,2 Days,Philips,,Premium
microwave oven convection,Puma Microwave Oven Convection Model 455,12233.0,2.6,129.0,Flipkart,,2 Days,Puma,,Mid-Range
office chair ergonomic,Samsung Office Chair Ergonomic Model 472,98570.0,,3938.0,Amazon,,2 Days,Samsung,,Luxury
microwave oven convection,Lg Microwave Oven Convection Model 764,41983.0,4.7,1505.0,Flipkart,,2 Days,Lg,,Premium
power bank fast charging,Sony Power Bank Fast Charging Model 327,24058.0,4.6,251.0,Croma,,5 Days,Sony,,Premium
microwave oven convection,Puma Microwave Oven Convection Model 155,13333.0,5.0,14.0,Reliance Digital,,5 Days,Puma,,Mid-Range
air fryer india,Lg Air Fryer India Model 541,21052.0,2.8,3250.0,Amazon,,2 Days,Lg,,Premium
power bank fast charging,Puma Power Bank Fast Charging Model 349,28673.0,4.0,1584.0,Amazon,,2 Days,Puma,,Premium
air fryer india,Boat Air Fryer India Model 971,12775.0,4.0,2898.0,Reliance Digital,,Free Delivery,Boat,,Mid-Range
office chair ergonomic,Samsung Office Chair Ergonomic Model 195,1336.0,4.2,3413.0,Flipkart,,Free Delivery,Samsung,,Budget
office chair ergonomic,Boat Office Chair Ergonomic Model 668,1919.0,2.9,1430.0,Croma,,2 Days,Boat,,Budget
microwave oven convection,Dell Microwave Oven Convection Model 232,49064.0,4.5,1963.0,Croma,,5 Days,Dell,,Premium
office chair ergonomic,Samsung Office Chair Ergonomic Model 196,45448.0,3.1,465.0,Reliance Digital,,Free Delivery,Samsung,,Premium
men running shoes,Nike Men Running Shoes Model 539,22398.0,2.7,685.0,Flipkart,,2 Days,Nike,,Premium
microwave oven convection,Philips Microwave Oven Convection Model 148,402890.0,3.8,4840.0,Reliance Digital,,Free Delivery,Philips,,Luxury
office chair ergonomic,Samsung Office Chair Ergonomic Model 959,11870.0,3.4,3887.0,Flipkart,,5 Days,Samsung,,Mid-Range
office chair ergonomic,Samsung Office Chair Ergonomic Model 750,24312.0,4.6,1105.0,Amazon,,2 Days,Samsung,,Premium
men running shoes,Lg Men Running Shoes Model 770,34889.0,3.4,51.0,Amazon,,5 Days,Lg,,Premium
air fryer india,Hp Air Fryer India Model 401,37436.0,,2306.0,Croma,,5 Days,Hp,,Premium
office chair ergonomic,Dell Office Chair Ergonomic Model 783,10831.0,2.8,547.0,Croma,,2 Days,Dell,,Mid-Range
power bank fast charging,Dell Power Bank Fast Charging Model 326,12582.0,4.4,3935.0,Amazon,,5 Days,Dell,,Mid-Range
microwave oven convection,Puma Microwave Oven Convection Model 288,49325.0,4.8,1563.0,Amazon,,Free Delivery,Puma,,Premium
microwave oven convection,Dell Microwave Oven Convection Model 714,26693.0,4.9,3601.0,Croma,,Free Delivery,Dell,,Premium
men running shoes,Nike Men Running Shoes Model 627,31099.0,3.8,3192.0,Reliance Digital,,2 Days,Nike,,Premium
air fryer india,Lg Air Fryer India Model 297,48610.0,3.4,1148.0,Reliance Digital,,5 Days,Lg,,Premium
power bank fast charging,Puma Power Bank Fast Charging Model 354,239860.0,,3870.0,Flipkart,,2 Days,Puma,,Luxury
men running shoes,Samsung Men Running Shoes Model 646,31537.0,4.0,2188.0,Flipkart,,Free Delivery,Samsung,,Premium
office chair ergonomic,Philips Office Chair Ergonomic Model 759,40305.0,3.9,4930.0,Croma,,2 Days,Philips,,Premium
microwave oven convection,Samsung Microwave Oven Convection Model 305,49682.0,4.2,4064.0,Reliance Digital,,Free Delivery,Samsung,,Premium
men running shoes,Boat Men Running Shoes Model 740,18123.0,4.5,1799.0,Reliance Digital,,5 Days,Boat,,Mid-Range
power bank fast charging,Philips Power Bank Fast Charging Model 373,31026.0,4.5,,Reliance Digital,,2 Days,Philips,,Premium
power bank fast charging,Philips Power Bank Fast Charging Model 481,3252.0,4.4,4842.0,Amazon,,Free Delivery,Philips,,Budget
power bank fast charging,Hp Power Bank Fast Charging Model 232,6725.0,3.9,800.0,Flipkart,,Free Delivery,Hp,,Mid-Range
air fryer india,Dell Air Fryer India Model 476,19141.0,4.1,4829.0,Amazon,,Free Delivery,Dell,,Mid-Range
microwave oven convection,Boat Microwave Oven Convection Model 294,14590.0,4.1,877.0,Flipkart,,5 Days,Boat,,Mid-Range
office chair ergonomic,Nike Office Chair Ergonomic Model 378,8156.0,4.8,1246.0,Croma,,5 Days,Nike,,Mid-Range
men running shoes,Samsung Men Running Shoes Model 613,13410.0,2.9,1987.0,Reliance Digital,,2 Days,Samsung,,Mid-Range
men running shoes,Boat Men Running Shoes Model 506,27212.0,3.1,797.0,Croma,,2 Days,Boat,,Premium
men running shoes,Dell Men Running Shoes Model 106,30345.0,4.7,1355.0,Amazon,,Free Delivery,Dell,,Premium
air fryer india,Hp Air Fryer India Model 726,40524.0,4.7,95.0,Flipkart,,Free Delivery,Hp,,Premium
microwave oven convection,Nike Microwave Oven Convection Model 140,2510.0,4.5,4517.0,Croma,,Free Delivery,Nike,,Budget
men running shoes,Puma Men Running Shoes Model 934,42736.0,3.8,500.0,Amazon,,5 Days,Puma,,Premium
air fryer india,Boat Air Fryer India Model 433,30954.0,4.2,746.0,Amazon,,5 Days,Boat,,Premium
power bank fast charging,Dell Power Bank Fast Charging Model 185,13896.0,3.9,963.0,Reliance Digital,,5 Days,Dell,,Mid-Range
microwave oven convection,Hp Microwave Oven Convection Model 639,4261.0,2.7,2230.0,Flipkart,,5 Days,Hp,,Budget
air fryer india,Nike Air Fryer India Model 536,8598.0,3.3,1641.0,Croma,,5 Days,Nike,,Mid-Range
men running shoes,Puma Men Running Shoes Model 476,48783.0,2.7,3072.0,Flipkart,,Free Delivery,Puma,,Premium
men running shoes,Sony Men Running Shoes Model 393,8312.0,4.8,441.0,Croma,,Free Delivery,Sony,,Mid-Range
microwave oven convection,Hp Microwave Oven Convection Model 455,1099.0,2.6,,Reliance Digital,,2 Days,Hp,,Budget
men running shoes,Philips Men Running Shoes Model 904,28926.0,3.2,4894.0,Amazon,,2 Days,Philips,,Premium
office chair ergonomic,Puma Office Chair Ergonomic Model 559,200380.0,4.1,1363.0,Croma,,Free Delivery,Puma,,Luxury
air fryer india,Boat Air Fryer India Model 881,44221.0,,3337.0,Flipkart,,2 Days,Boat,,Premium
power bank fast charging,Boat Power Bank Fast Charging Model 685,13683.0,4.5,2173.0,Croma,,2 Days,Boat,,Mid-Range
office chair ergonomic,Puma Office Chair Ergonomic Model 296,12559.0,4.4,2806.0,Reliance Digital,,Free Delivery,Puma,,Mid-Range
microwave oven convection,Puma Microwave Oven Convection Model 195,12872.0,4.4,629.0,Amazon,,5 Days,Puma,,Mid-Range
microwave oven convection,Boat Microwave Oven Convection Model 919,27029.0,4.6,4765.0,Croma,,5 Days,Boat,,Premium
air fryer india,Lg Air Fryer India Model 497,1734.0,4.9,1240.0,Amazon,,Free Delivery,Lg,,Budget
men running shoes,Sony Men Running Shoes Model 630,25956.0,,3445.0,Amazon,,5 Days,Sony,,Premium
microwave oven convection,Boat Microwave Oven Convection Model 727,16473.0,,4296.0,Croma,,Free Delivery,Boat,,Mid-Range
air fryer india,Dell Air Fryer India Model 238,8235.0,3.0,351.0,Croma,,5 Days,Dell,,Mid-Range
microwave oven convection,Philips Microwave Oven Convection Model 652,26565.0,2.6,3497.0,Amazon,,2 Days,Philips,,Premium
microwave oven convection,Samsung Microwave Oven Convection Model 126,29631.0,3.6,531.0,Amazon,,2 Days,Samsung,,Premium
men running shoes,Philips Men Running Shoes Model 411,25279.0,3.4,2261.0,Amazon,,5 Days,Philips,,Premium
air fryer india,Hp Air Fryer India Model 755,11309.0,3.6,4502.0,Flipkart,,2 Days,Hp,,Mid-Range
air fryer india,Dell Air Fryer India Model 243,18440.0,2.6,3171.0,Amazon,,Free Delivery,Dell,,Mid-Range
office chair ergonomic,Boat Office Chair Ergonomic Model 163,49391.0,4.0,1681.0,Reliance Digital,,Free Delivery,Boat,,Premium
men running shoes,Dell Men Running Shoes Model 873,36201.0,3.7,600.0,Flipkart,,5 Days,Dell,,Premium
power bank fast charging,Lg Power Bank Fast Charging Model 346,17711.0,3.6,608.0,Croma,,2 Days,Lg,,Mid-Range
